Title,Job_location,Salary_low,Salary_med,Salary_upper,Remote,Hybrid,On_prem,Source,Work_env,Work_environment,Buy_rent,Home_location,Commute,Weekly_commute,W_com,Person_crime,Prop_crime,Entry,Mid,Senior,Executive,Experience_level,EXP_lev,Salary_s,Commute_S,Per_Crime_S,Prop_Crime_S,Stress,Candidate
Cyber Security Specialist,"Baltimore, MD",73000,93000,113000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Director IT Infrastructure, Operations, and Security","La Plata, MD",143000,161500,180000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",85,425,30 - 44,1,3,0,0,1,0,3,Senior,0,0,0,0,0,0
"Embedded Hardware Security Engineer, Mid","Quantico, VA",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",125,625,60+,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
"Communication Security Engineer, Mid","Fort Meade, MD",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",115,575,45 - 59,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
Information Technology Security Director,"Baltimore, MD",72000,92000,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Digital Forensic Examiner,"Germantown, MD",105000,110000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",115,575,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Cyber Security Engineer SME L4 - Cloud Environment,"Washington, DC",150000,156000,162000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
IT Security Engineer (Min 16+yrs Exp) (Hands on) (2 openings) - HYBRID,"Washington, DC",187200,223600,260000,0,1,0,glassdoor,2,Hybrid,1,"District of Columbia, District of Columbia",9,45,0 - 14,4,5,0,0,0,1,4,Executive,0,0,1,1,2,0
"Baseline Security Engineer, Senior","Washington, DC",93000,152500,212000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,0,0,1,0,1,0
Cyber Security Manager,"Herndon, VA",93000,118500,144000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",110,550,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Information Systems Security Engineer - Level 1 (Dept 01),"Fort Meade, MD",69000,86000,103000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",200,1000,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
IOS Reverse Engineer(MD-FSP),"Hanover, MD",160000,190500,221000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",225,1125,60+,5,4,0,0,0,1,4,Executive,0,1,1,0,2,0
Cyber Detection and Response Analyst,"McLean, VA",71000,91500,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Firewall Engineer Cybersecurity - Washington, DC","Washington, DC",150000,160000,170000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Sr. Security Engineer,"Washington, DC",150000,150000,150000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,1,1,1,0,3,1
Pen Tester 16180678,"Arlington, VA",115000,115000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",14,70,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
DevOps Engineer - TS Clearance Required,"Chantilly, VA",95000,95000,95000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",128,640,60+,3,1,0,1,0,0,2,Midlevel,1,1,0,0,2,0
Senior Endpoint Security Engineer,"Washington, DC",120000,140000,160000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Senior Cybersecurity Consultant,"McLean, VA",130000,135000,140000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",56,280,15 - 29,3,1,0,0,1,0,3,Senior,1,0,0,0,1,0
SailPoint Developer,"Fort Belvoir, VA",150000,175000,200000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",150,750,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Hardware Reverse Engineer (TS Clearance),"Quantico, VA",47000,62000,77000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",100,500,45 - 59,5,4,1,0,0,0,1,Entry,1,1,1,0,3,1
Security Engineer,"Ashburn, VA",82000,105000,128000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",115,575,45 - 59,6,6,0,1,0,0,2,Midlevel,0,1,1,1,3,1
Information Systems Security Manager II (TS/SCI),"Springfield, VA",69000,85500,102000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Firewall Engineer - Senior,"Washington, DC",130000,137500,145000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Information Security Engineer,"Washington, DC",94000,113000,132000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Cyber Security Specialist,"Baltimore, MD",73000,93000,113000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Director IT Infrastructure, Operations, and Security","La Plata, MD",143000,161500,180000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",85,425,30 - 44,1,3,0,0,1,0,3,Senior,0,0,0,0,0,0
"Embedded Hardware Security Engineer, Mid","Quantico, VA",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",125,625,60+,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
Cyber Security Engineer (-),"Dulles, VA",80000,105000,130000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",78,390,30 - 44,5,4,0,1,0,0,2,Midlevel,0,0,1,0,1,0
"Communication Security Engineer, Mid","Fort Meade, MD",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",115,575,45 - 59,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
IT Security Engineer (Min 16+yrs Exp) (Hands on) (2 openings) - HYBRID,"Washington, DC",187200,223600,260000,0,1,0,glassdoor,2,Hybrid,1,"District of Columbia, District of Columbia",9,45,0 - 14,4,5,0,0,0,1,4,Executive,0,0,1,1,2,0
Cyber Security Engineer SME L4 - Cloud Environment,"Washington, DC",150000,156000,162000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Digital Forensic Examiner,"Germantown, MD",105000,110000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",115,575,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
"Baseline Security Engineer, Senior","Washington, DC",93000,152500,212000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,0,0,1,0,1,0
Cyber Security Manager,"Herndon, VA",93000,118500,144000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",110,550,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Information Systems Security Engineer - Level 1 (Dept 01),"Fort Meade, MD",69000,86000,103000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",200,1000,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Information Technology Security Director,"Baltimore, MD",72000,92000,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Firewall Engineer Cybersecurity - Washington, DC","Washington, DC",150000,160000,170000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Cyber Detection and Response Analyst,"McLean, VA",71000,91500,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
IOS Reverse Engineer(MD-FSP),"Hanover, MD",160000,190500,221000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",225,1125,60+,5,4,0,0,0,1,4,Executive,0,1,1,0,2,0
Sr. Security Engineer,"Washington, DC",150000,150000,150000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,1,1,1,0,3,1
Pen Tester 16180678,"Arlington, VA",115000,115000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",14,70,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
"Cyber Security Engineer, Detections Lead","Springfield, VA",81000,99500,118000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",28,140,0 - 14,6,6,0,1,0,0,2,Midlevel,1,0,1,1,3,1
Senior Endpoint Security Engineer,"Washington, DC",120000,140000,160000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Senior Cybersecurity Consultant,"McLean, VA",130000,135000,140000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",56,280,15 - 29,3,1,0,0,1,0,3,Senior,1,0,0,0,1,0
SailPoint Developer,"Fort Belvoir, VA",150000,175000,200000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",150,750,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Hardware Reverse Engineer (TS Clearance),"Quantico, VA",47000,62000,77000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",100,500,45 - 59,5,4,1,0,0,0,1,Entry,1,1,1,0,3,1
Security Engineer,"Ashburn, VA",82000,105000,128000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",115,575,45 - 59,6,6,0,1,0,0,2,Midlevel,0,1,1,1,3,1
Information Systems Security Manager II (TS/SCI),"Springfield, VA",69000,85500,102000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Firewall Engineer - Senior,"Washington, DC",130000,137500,145000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Information Security Engineer,"Washington, DC",94000,113000,132000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Cyber Security Specialist,"Baltimore, MD",73000,93000,113000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Director IT Infrastructure, Operations, and Security","La Plata, MD",143000,161500,180000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",85,425,30 - 44,1,3,0,0,1,0,3,Senior,0,0,0,0,0,0
"Embedded Hardware Security Engineer, Mid","Quantico, VA",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",125,625,60+,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
Cyber Security Engineer (-),"Dulles, VA",80000,105000,130000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",78,390,30 - 44,5,4,0,1,0,0,2,Midlevel,0,0,1,0,1,0
"Communication Security Engineer, Mid","Fort Meade, MD",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",115,575,45 - 59,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
IT Security Engineer (Min 16+yrs Exp) (Hands on) (2 openings) - HYBRID,"Washington, DC",187200,223600,260000,0,1,0,glassdoor,2,Hybrid,1,"District of Columbia, District of Columbia",9,45,0 - 14,4,5,0,0,0,1,4,Executive,0,0,1,1,2,0
Cyber Security Engineer SME L4 - Cloud Environment,"Washington, DC",150000,156000,162000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Digital Forensic Examiner,"Germantown, MD",105000,110000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",115,575,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
"Baseline Security Engineer, Senior","Washington, DC",93000,152500,212000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,0,0,1,0,1,0
Cyber Security Manager,"Herndon, VA",93000,118500,144000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",110,550,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Information Systems Security Engineer - Level 1 (Dept 01),"Fort Meade, MD",69000,86000,103000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",200,1000,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Information Technology Security Director,"Baltimore, MD",72000,92000,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Firewall Engineer Cybersecurity - Washington, DC","Washington, DC",150000,160000,170000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Cyber Detection and Response Analyst,"McLean, VA",71000,91500,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
IOS Reverse Engineer(MD-FSP),"Hanover, MD",160000,190500,221000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",225,1125,60+,5,4,0,0,0,1,4,Executive,0,1,1,0,2,0
Sr. Security Engineer,"Washington, DC",150000,150000,150000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,1,1,1,0,3,1
Pen Tester 16180678,"Arlington, VA",115000,115000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",14,70,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
"Cyber Security Engineer, Detections Lead","Springfield, VA",81000,99500,118000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",28,140,0 - 14,6,6,0,1,0,0,2,Midlevel,1,0,1,1,3,1
Senior Endpoint Security Engineer,"Washington, DC",120000,140000,160000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Senior Cybersecurity Consultant,"McLean, VA",130000,135000,140000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",56,280,15 - 29,3,1,0,0,1,0,3,Senior,1,0,0,0,1,0
SailPoint Developer,"Fort Belvoir, VA",150000,175000,200000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",150,750,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Hardware Reverse Engineer (TS Clearance),"Quantico, VA",47000,62000,77000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",100,500,45 - 59,5,4,1,0,0,0,1,Entry,1,1,1,0,3,1
Security Engineer,"Ashburn, VA",82000,105000,128000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",115,575,45 - 59,6,6,0,1,0,0,2,Midlevel,0,1,1,1,3,1
Information Systems Security Manager II (TS/SCI),"Springfield, VA",69000,85500,102000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Firewall Engineer - Senior,"Washington, DC",130000,137500,145000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Information Security Engineer,"Washington, DC",94000,113000,132000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Cyber Security Specialist,"Baltimore, MD",73000,93000,113000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Director IT Infrastructure, Operations, and Security","La Plata, MD",143000,161500,180000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",85,425,30 - 44,1,3,0,0,1,0,3,Senior,0,0,0,0,0,0
"Embedded Hardware Security Engineer, Mid","Quantico, VA",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",125,625,60+,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
Cyber Security Engineer (-),"Dulles, VA",80000,105000,130000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",78,390,30 - 44,5,4,0,1,0,0,2,Midlevel,0,0,1,0,1,0
"Communication Security Engineer, Mid","Fort Meade, MD",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",115,575,45 - 59,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
IT Security Engineer (Min 16+yrs Exp) (Hands on) (2 openings) - HYBRID,"Washington, DC",187200,223600,260000,0,1,0,glassdoor,2,Hybrid,1,"District of Columbia, District of Columbia",9,45,0 - 14,4,5,0,0,0,1,4,Executive,0,0,1,1,2,0
Cyber Security Engineer SME L4 - Cloud Environment,"Washington, DC",150000,156000,162000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Digital Forensic Examiner,"Germantown, MD",105000,110000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",115,575,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
"Baseline Security Engineer, Senior","Washington, DC",93000,152500,212000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,0,0,1,0,1,0
Cyber Security Manager,"Herndon, VA",93000,118500,144000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",110,550,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Information Systems Security Engineer - Level 1 (Dept 01),"Fort Meade, MD",69000,86000,103000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",200,1000,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Information Technology Security Director,"Baltimore, MD",72000,92000,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Firewall Engineer Cybersecurity - Washington, DC","Washington, DC",150000,160000,170000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Cyber Detection and Response Analyst,"McLean, VA",71000,91500,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
IOS Reverse Engineer(MD-FSP),"Hanover, MD",160000,190500,221000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",225,1125,60+,5,4,0,0,0,1,4,Executive,0,1,1,0,2,0
Sr. Security Engineer,"Washington, DC",150000,150000,150000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,1,1,1,0,3,1
Pen Tester 16180678,"Arlington, VA",115000,115000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",14,70,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
"Cyber Security Engineer, Detections Lead","Springfield, VA",81000,99500,118000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",28,140,0 - 14,6,6,0,1,0,0,2,Midlevel,1,0,1,1,3,1
Senior Endpoint Security Engineer,"Washington, DC",120000,140000,160000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Senior Cybersecurity Consultant,"McLean, VA",130000,135000,140000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",56,280,15 - 29,3,1,0,0,1,0,3,Senior,1,0,0,0,1,0
SailPoint Developer,"Fort Belvoir, VA",150000,175000,200000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",150,750,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Hardware Reverse Engineer (TS Clearance),"Quantico, VA",47000,62000,77000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",100,500,45 - 59,5,4,1,0,0,0,1,Entry,1,1,1,0,3,1
Security Engineer,"Ashburn, VA",82000,105000,128000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",115,575,45 - 59,6,6,0,1,0,0,2,Midlevel,0,1,1,1,3,1
Information Systems Security Manager II (TS/SCI),"Springfield, VA",69000,85500,102000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Firewall Engineer - Senior,"Washington, DC",130000,137500,145000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Information Security Engineer,"Washington, DC",94000,113000,132000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
Cyber Security Specialist,"Baltimore, MD",73000,93000,113000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Director IT Infrastructure, Operations, and Security","La Plata, MD",143000,161500,180000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",85,425,30 - 44,1,3,0,0,1,0,3,Senior,0,0,0,0,0,0
"Embedded Hardware Security Engineer, Mid","Quantico, VA",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",125,625,60+,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
Cyber Security Engineer (-),"Dulles, VA",80000,105000,130000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",78,390,30 - 44,5,4,0,1,0,0,2,Midlevel,0,0,1,0,1,0
"Communication Security Engineer, Mid","Fort Meade, MD",58000,95500,133000,0,0,1,glassdoor,3,In Person,0,"Prince George's County, Maryland",115,575,45 - 59,1,3,0,1,0,0,2,Midlevel,1,1,0,0,2,0
IT Security Engineer (Min 16+yrs Exp) (Hands on) (2 openings) - HYBRID,"Washington, DC",187200,223600,260000,0,1,0,glassdoor,2,Hybrid,1,"District of Columbia, District of Columbia",9,45,0 - 14,4,5,0,0,0,1,4,Executive,0,0,1,1,2,0
Cyber Security Engineer SME L4 - Cloud Environment,"Washington, DC",150000,156000,162000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Digital Forensic Examiner,"Germantown, MD",105000,110000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",115,575,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
"Baseline Security Engineer, Senior","Washington, DC",93000,152500,212000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",0,0,0 - 14,5,4,0,0,1,0,3,Senior,0,0,1,0,1,0
Cyber Security Manager,"Herndon, VA",93000,118500,144000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",110,550,45 - 59,3,1,0,1,0,0,2,Midlevel,0,1,0,0,1,0
Information Systems Security Engineer - Level 1 (Dept 01),"Fort Meade, MD",69000,86000,103000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",200,1000,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Information Technology Security Director,"Baltimore, MD",72000,92000,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",215,1075,60+,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
"Firewall Engineer Cybersecurity - Washington, DC","Washington, DC",150000,160000,170000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Cyber Detection and Response Analyst,"McLean, VA",71000,91500,112000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
IOS Reverse Engineer(MD-FSP),"Hanover, MD",160000,190500,221000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",225,1125,60+,5,4,0,0,0,1,4,Executive,0,1,1,0,2,0
Sr. Security Engineer,"Washington, DC",150000,150000,150000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",165,825,60+,5,4,0,0,1,0,3,Senior,1,1,1,0,3,1
Pen Tester 16180678,"Arlington, VA",115000,115000,115000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",14,70,0 - 14,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
"Cyber Security Engineer, Detections Lead","Springfield, VA",81000,99500,118000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",28,140,0 - 14,6,6,0,1,0,0,2,Midlevel,1,0,1,1,3,1
Senior Endpoint Security Engineer,"Washington, DC",120000,140000,160000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Senior Cybersecurity Consultant,"McLean, VA",130000,135000,140000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",56,280,15 - 29,3,1,0,0,1,0,3,Senior,1,0,0,0,1,0
SailPoint Developer,"Fort Belvoir, VA",150000,175000,200000,0,0,1,glassdoor,3,In Person,1,"Prince William County, Virginia",150,750,60+,5,4,0,0,1,0,3,Senior,0,1,1,0,2,0
Hardware Reverse Engineer (TS Clearance),"Quantico, VA",47000,62000,77000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",100,500,45 - 59,5,4,1,0,0,0,1,Entry,1,1,1,0,3,1
Security Engineer,"Ashburn, VA",82000,105000,128000,0,0,1,glassdoor,3,In Person,0,"Fairfax County, Virginia",115,575,45 - 59,6,6,0,1,0,0,2,Midlevel,0,1,1,1,3,1
Information Systems Security Manager II (TS/SCI),"Springfield, VA",69000,85500,102000,0,0,1,glassdoor,3,In Person,0,"Prince William County, Virginia",115,575,45 - 59,5,4,0,1,0,0,2,Midlevel,1,1,1,0,3,1
Firewall Engineer - Senior,"Washington, DC",130000,137500,145000,0,0,1,glassdoor,3,In Person,1,"Prince George's County, Maryland",105,525,45 - 59,1,3,0,0,1,0,3,Senior,1,1,0,0,2,0
Information Security Engineer,"Washington, DC",94000,113000,132000,0,0,1,glassdoor,3,In Person,0,"Arlington County, Virginia",36,180,15 - 29,3,1,0,1,0,0,2,Midlevel,0,0,0,0,0,0
