Incident_case_id,Date,Clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD Beat,Street_Number,Street_Address,Latitude,Longitude,Location 
PP21051600002230,05/16/2021,ASSAULT,409,H,H1,1900 BLOCK,1939 BROOKS DR SB,38.86566172540188,-76.91517935693264,"(38.86566172540188, -76.91517935693264)"
PP21051600001997,05/16/2021,ACCIDENT WITH IMPOUND,442,K,K41,,ALLENTOWN RD SB / AUTH RD,38.81185606122017,-76.89549435675144,"(38.81185606122017, -76.89549435675144)"
PP21051600000306,05/16/2021,ACCIDENT WITH IMPOUND,615,K,K6,7000 BLOCK,7012 BOCK RD,38.792499139904976,-76.97292202711105,"(38.792499139904976, -76.97292202711105)"
PP21051600000120,05/16/2021,ACCIDENT,603,J,J5,800 BLOCK,823 SHELBY DR,38.79381147027016,-76.99359127879143,"(38.79381147027016, -76.99359127879143)"
PP21051600001952,05/16/2021,THEFT FROM AUTO,175,A,A5,3300 BLOCK,3321 TOLEDO TER,38.96802373230457,-76.96209527552128,"(38.96802373230457, -76.96209527552128)"
PP21051600000646,05/16/2021,THEFT FROM AUTO,419,H,H5,4100 BLOCK,4100 SUITLAND RD,38.85647539794445,-76.94208219647408,"(38.85647539794445, -76.94208219647408)"
PP21051600000276,05/16/2021,THEFT,118,A,A6,7400 BLOCK,7428 WEST PARK DR,38.98081897199154,-76.96636036038399,"(38.98081897199154, -76.96636036038399)"
PP21051600001428,05/16/2021,THEFT,856,E,E2,2000 BLOCK,2010 SAINT JOSEPHS DR,38.919795483350754,-76.84136061370373,"(38.919795483350754, -76.84136061370373)"
PP21051600000907,05/16/2021,THEFT,409,H,H1,1900 BLOCK,1925 BROOKS DR SB,38.86566172540188,-76.91517935693264,"(38.86566172540188, -76.91517935693264)"
PP21051600001807,05/16/2021,ACCIDENT,110,A,A4,,RIGGS RD / UNIVERSITY BLVD WB,38.98409980535507,-76.97915561497211,"(38.98409980535507, -76.97915561497211)"
PP21051600001073,05/16/2021,ACCIDENT,840,D,D6,8900 BLOCK,8905 ANNAPOLIS RD EB,38.96047781407833,-76.86301411688328,"(38.96047781407833, -76.86301411688328)"
PP21051600000075,05/16/2021,ACCIDENT WITH IMPOUND,111,A,A6,,UNIVERSITY BLVD EB / 23RD AVE,38.98409980535507,-76.97128161787987,"(38.98409980535507, -76.97128161787987)"
PP21051600000084,05/16/2021,ACCIDENT,243,B,B2,,KENILWORTH AVE NB / BALTIMORE WASHINGTON PKWY NB,38.926685228943825,-76.92830269038677,"(38.926685228943825, -76.92830269038677)"
PP21051600001307,05/16/2021,ACCIDENT,940,C,C1,10900 BLOCK,10925 BALTIMORE AVE NB,39.03232805430889,-76.90796153247356,"(39.03232805430889, -76.90796153247356)"
PP21051600000931,05/16/2021,ACCIDENT WITH IMPOUND,512,J,J2,5100 BLOCK,5103 WHEELER RD,38.819730058312416,-76.96636036038399,"(38.819730058312416, -76.96636036038399)"
PP21051600000512,05/16/2021,ACCIDENT,509,K,K3,4500 BLOCK,4500 SAINT BARNABAS RD NB,38.82793214917183,-76.94306644797325,"(38.82793214917183, -76.94306644797325)"
PP21051600002198,05/16/2021,ASSAULT,239,B,B3,5600 BLOCK,5620 EMERSON ST,38.94702638685703,-76.91911636292934,"(38.94702638685703, -76.91911636292934)"
PP21051600001714,05/16/2021,ACCIDENT WITH IMPOUND,110,A,A4,,RIGGS RD / MERRIMAC DR,38.99000531435013,-76.97390627861023,"(38.99000531435013, -76.97390627861023)"
PP21051600000171,05/16/2021,"B & E, RESIDENTIAL",239,B,B3,4900 BLOCK,4918 56TH PL,38.94571405649185,-76.91911636292934,"(38.94571405649185, -76.91911636292934)"
PP21051600000689,05/16/2021,THEFT FROM AUTO,939,C,C3,10400 BLOCK,10409 47TH AVE,39.02806298434734,-76.91944444179535,"(39.02806298434734, -76.91944444179535)"
PP21051600001538,05/16/2021,ASSAULT,633,F,F4,6600 BLOCK,6600 HORSESHOE RD,38.76231548190117,-76.89286969602108,"(38.76231548190117, -76.89286969602108)"
PP21051600001979,05/16/2021,ACCIDENT,417,H,H6,6400 BLOCK,6417 MARLBORO PIKE EB,38.85089798271656,-76.89910328388214,"(38.85089798271656, -76.89910328388214)"
PP21051600001163,05/16/2021,"ROBBERY, OTHER",118,A,A6,,24TH AVE / DREXEL ST,38.977210059762,-76.96996927261353,"(38.977210059762, -76.96996927261353)"
PP21051600001208,05/16/2021,ASSAULT,107,A,A7,8400 BLOCK,8408 15TH AVE,38.99558272957802,-76.9804679453373,"(38.99558272957802, -76.9804679453373)"
PP21051600001559,05/16/2021,ACCIDENT,657,J,J41,6800 BLOCK,6800 OXON HILL RD,38.79479572176933,-77.00080911815166,"(38.79479572176933, -77.00080911815166)"
PP21051600000779,05/16/2021,THEFT FROM AUTO,308,G,G6,7100 BLOCK,7104 EAST CHESAPEAKE ST,38.919795483350754,-76.88401144742966,"(38.919795483350754, -76.88401144742966)"
PP21051600001778,05/16/2021,ACCIDENT WITH IMPOUND,235,B,B4,4900 BLOCK,4904 70TH PL,38.948338732123375,-76.89483819901943,"(38.948338732123375, -76.89483819901943)"
PP21051600000125,05/16/2021,"AUTO, STOLEN",103,B,B7,9300 BLOCK,9314 CHERRY HILL RD,39.01789239048958,-76.93584860861301,"(39.01789239048958, -76.93584860861301)"
PP21051600001007,05/16/2021,ACCIDENT,516,J,J1,,LIVINGSTON RD / LIVINGSTON TER,38.8148088157177,-76.99621593952179,"(38.8148088157177, -76.99621593952179)"
PP21051600002080,05/16/2021,"AUTO, STOLEN",415,H,H2,,LARCHMONT AVE / MARLBORO PIKE EB,38.87123914062977,-76.92338144779205,"(38.87123914062977, -76.92338144779205)"
PP21051600000370,05/16/2021,ACCIDENT,113,A,A3,,15TH AVE / UNIVERSITY BLVD EB,38.985412150621414,-76.98178027570248,"(38.985412150621414, -76.98178027570248)"
PP21051600000825,05/16/2021,"AUTO, STOLEN",903,C,C5,14300 BLOCK,14301 CHERRY LANE CT,39.08777414262295,-76.85579627752304,"(39.08777414262295, -76.85579627752304)"
PP21051600000451,05/16/2021,ACCIDENT,612,J,J6,,PALMER RD / FRAN DEL DR,38.77051755785942,-76.97981177270412,"(38.77051755785942, -76.97981177270412)"
PP21051600001407,05/16/2021,ACCIDENT WITH IMPOUND,602,J,J4,,INDIAN HEAD HWY SB / WILSON BRIDGE DR,38.78724980354309,-76.99851253628731,"(38.78724980354309, -76.99851253628731)"
PP21051600000401,05/16/2021,ACCIDENT,506,K,K3,2500 BLOCK,2512 KEATING ST,38.83547806739807,-76.95192469656467,"(38.83547806739807, -76.95192469656467)"
PP21051600000282,05/16/2021,THEFT FROM AUTO,841,D,D6,5500 BLOCK,5508 BELVA PL,38.958181232213974,-76.85579627752304,"(38.958181232213974, -76.85579627752304)"
PP21051600002123,05/16/2021,ACCIDENT,604,J,J6,,BARROWFIELD RD / SAINT BARNABAS RD,38.80332589149475,-76.97587478160858,"(38.80332589149475, -76.97587478160858)"
PP21051600001179,05/16/2021,ACCIDENT,332,G,G5,,FIRE HOUSE RD / LANDOVER RD WB,38.927341386675835,-76.88105869293213,"(38.927341386675835, -76.88105869293213)"
PP21051600001461,05/16/2021,"ROBBERY, COMMERCIAL",314,G,G4,7000 BLOCK,7077 MARTIN LUTHER KING JUNIOR HWY EB,38.91520230472088,-76.88269911706448,"(38.91520230472088, -76.88269911706448)"
PP21051600000141,05/16/2021,ACCIDENT WITH IMPOUND,411,H,H3,,WALKER MILL RD EB / ADDISON RD S,38.866645976901054,-76.89221352338791,"(38.866645976901054, -76.89221352338791)"
PP21051600001231,05/16/2021,"AUTO, STOLEN",815,D,D2,10000 BLOCK,10001 AEROSPACE RD,38.99328614771366,-76.8321742862463,"(38.99328614771366, -76.8321742862463)"
PP21051600001330,05/16/2021,ACCIDENT WITH IMPOUND,904,C,C5,,LAUREL BOWIE RD NB / BRIARCROFT LN,39.07793164253235,-76.8482503592968,"(39.07793164253235, -76.8482503592968)"
PP21051600000352,05/16/2021,"ROBBERY, COMMERCIAL",424,H,H6,3700 BLOCK,3700 DONNELL DR,38.84335206449032,-76.88499569892883,"(38.84335206449032, -76.88499569892883)"
PP21051600000151,05/16/2021,ACCIDENT WITH IMPOUND,315,G,G4,,BARLOWE RD / LANDOVER RD EB,38.92077971994877,-76.86465452611446,"(38.92077971994877, -76.86465452611446)"
PP21051700000930,05/17/2021,"B & E, OTHER",103,B,B7,9300 BLOCK,9332 CHERRY HILL RD,39.01789239048958,-76.93617670238018,"(39.01789239048958, -76.93617670238018)"
PP21051700001414,05/17/2021,THEFT FROM AUTO,649,W,W2,1100 BLOCK,1124 STRAUSBERG ST,38.67996655404568,-76.99195086956024,"(38.67996655404568, -76.99195086956024)"
PP21051700000751,05/17/2021,THEFT,505,K,K1,4400 BLOCK,4431 23RD PKWY SB,38.82858830690384,-76.95651786029339,"(38.82858830690384, -76.95651786029339)"
PP21051700000314,05/17/2021,ACCIDENT WITH IMPOUND,124,A,A3,1000 BLOCK,1003 EAST WEST HWY EB,38.97524155676365,-76.98965427279472,"(38.97524155676365, -76.98965427279472)"
PP21051700002154,05/17/2021,ACCIDENT,411,H,H3,,WALKER MILL RD EB / ROCHELL AVE,38.8643493950367,-76.89451010525227,"(38.8643493950367, -76.89451010525227)"
PP21051700001596,05/17/2021,THEFT FROM AUTO,434,H,H3,7600 BLOCK,7622 MARLBORO PIKE WB,38.844992473721504,-76.87449702620506,"(38.844992473721504, -76.87449702620506)"
PP21051700001929,05/17/2021,"AUTO, STOLEN",302,G,G6,2000 BLOCK,2000 BEAVER RD,38.91717080771923,-76.90533685684204,"(38.91717080771923, -76.90533685684204)"
PP21051700001191,05/17/2021,THEFT FROM AUTO,114,A,A6,2000 BLOCK,2031 UNIVERSITY BLVD EB,38.983115553855896,-76.97817136347294,"(38.983115553855896, -76.97817136347294)"
PP21051700002191,05/17/2021,"ASSAULT, SHOOTING",315,G,G4,7900 BLOCK,7902 ROXBURY CT,38.91520230472088,-76.86891961097717,"(38.91520230472088, -76.86891961097717)"
PP21051700001100,05/17/2021,ACCIDENT WITH IMPOUND,434,H,H3,,MARLBORO PIKE WB / LORRING DR,38.849913731217384,-76.88269911706448,"(38.849913731217384, -76.88269911706448)"
PP21051700000931,05/17/2021,ACCIDENT WITH IMPOUND,441,H,H2,,OLD SILVER HILL RD / SILVER HILL RD NB,38.840727388858795,-76.94241027534008,"(38.840727388858795, -76.94241027534008)"
PP21051700001259,05/17/2021,THEFT FROM AUTO,738,TRU,F5,11000 BLOCK,11002 IBIS LN,38.7557538151741,-76.81675435602665,"(38.7557538151741, -76.81675435602665)"
PP21051700002135,05/17/2021,"ASSAULT, WEAPON",837,D,D1,9300 BLOCK,9300 VAN BUREN ST,38.97589772939682,-76.85021886229515,"(38.97589772939682, -76.85021886229515)"
PP21051700000376,05/17/2021,THEFT FROM AUTO,431,K,K3,3500 BLOCK,3513 TERRACE DR,38.84171164035797,-76.93584860861301,"(38.84171164035797, -76.93584860861301)"
PP21051700000464,05/17/2021,THEFT FROM AUTO,754,F,F7,7700 BLOCK,7700 MATAPEAKE BUSINESS DR,38.67635764181614,-76.87154427170753,"(38.67635764181614, -76.87154427170753)"
PP21051700001039,05/17/2021,"ROBBERY, COMMERCIAL",135,A,A2,1900 BLOCK,1900 QUEENS CHAPEL RD SB,38.94702638685703,-76.97784328460693,"(38.94702638685703, -76.97784328460693)"
PP21051700001861,05/17/2021,THEFT,418,H,H6,3200 BLOCK,3293 DONNELL DR SB,38.846304804086685,-76.88663610816002,"(38.846304804086685, -76.88663610816002)"
PP21051700000756,05/17/2021,THEFT FROM AUTO,436,H,H1,6100 BLOCK,6107 HANLON ST,38.88206589221954,-76.90205602347851,"(38.88206589221954, -76.90205602347851)"
PP21051700001600,05/17/2021,ACCIDENT WITH IMPOUND,316,G,G5,2600 BLOCK,2600 BRIGHTSEAT RD,38.92307631671429,-76.85907711088657,"(38.92307631671429, -76.85907711088657)"
PP21051700002270,05/17/2021,ACCIDENT WITH IMPOUND,652,W,W2,,INDIAN HEAD HWY NB / BERRY RD NB,38.66585898399353,-77.01655711233616,"(38.66585898399353, -77.01655711233616)"
PP21051700001661,05/17/2021,THEFT FROM AUTO,441,H,H2,5400 BLOCK,5421 MARLBORO PIKE EB,38.863693222403526,-76.91452319920063,"(38.863693222403526, -76.91452319920063)"
PP21051700001045,05/17/2021,THEFT,313,G,G4,1100 BLOCK,1121 IVY CLUB LN,38.90470364689827,-76.87351277470589,"(38.90470364689827, -76.87351277470589)"
PP21051700000412,05/17/2021,THEFT,406,G,G7,100 BLOCK,100 SHADY GLEN DR,38.88797138631344,-76.87679360806942,"(38.88797138631344, -76.87679360806942)"
PP21051700000115,05/17/2021,ACCIDENT WITH IMPOUND,3130,G,G7,,CENTRAL AVE EB / RITCHIE RD NB,38.889611810445786,-76.86268602311611,"(38.889611810445786, -76.86268602311611)"
PP21051700000548,05/17/2021,SEX OFFENSE,232,B,B3,5400 BLOCK,5431 56TH AVE,38.95555655658245,-76.91977253556252,"(38.95555655658245, -76.91977253556252)"
PP21051700001277,05/17/2021,THEFT FROM AUTO,507,K,K3,3700 BLOCK,3737 BRANCH AVE SB,38.838758900761604,-76.94765961170197,"(38.838758900761604, -76.94765961170197)"
PP21051700001332,05/17/2021,THEFT,905,C,C5,13000 BLOCK,13005 MISTLETOE SPRING RD,39.07235422730446,-76.84595377743244,"(39.07235422730446, -76.84595377743244)"
PP21051700002042,05/17/2021,THEFT FROM AUTO,858,E,E2,9900 BLOCK,9902 NEW POINTE DR,38.89781388640404,-76.83512702584267,"(38.89781388640404, -76.83512702584267)"
PP21051700002064,05/17/2021,ACCIDENT WITH IMPOUND,444,H,H4,,PENNSYLVANIA AVE EB / PARKLAND DR,38.85024181008339,-76.90533685684204,"(38.85024181008339, -76.90533685684204)"
PP21051700001702,05/17/2021,"B & E, RESIDENTIAL",517,J,J3,5500 BLOCK,5536 LIVINGSTON TER,38.81546497344971,-76.99588786065578,"(38.81546497344971, -76.99588786065578)"
PP21051700000699,05/17/2021,"B & E, OTHER",103,B,B7,9300 BLOCK,9302 CHERRY HILL RD,39.01756431162357,-76.93552052974701,"(39.01756431162357, -76.93552052974701)"
PP21051700000332,05/17/2021,"AUTO, STOLEN",841,D,D6,5300 BLOCK,5301 ELLERBIE ST,38.95850931107998,-76.84726610779762,"(38.95850931107998, -76.84726610779762)"
PP21051700001286,05/17/2021,ACCIDENT WITH IMPOUND,510,K,K5,4700 BLOCK,4700 SAINT BARNABAS RD NB,38.8249793946743,-76.94634728133678,"(38.8249793946743, -76.94634728133678)"
PP21051700001311,05/17/2021,ASSAULT,175,A,A5,3200 BLOCK,3204 TOLEDO PL,38.97032031416893,-76.96045486629009,"(38.97032031416893, -76.96045486629009)"
PP21051700000508,05/17/2021,ACCIDENT,157,A,A7,8300 BLOCK,8311 12TH AVE,38.99492655694485,-76.98670153319836,"(38.99492655694485, -76.98670153319836)"
PP21051700000077,05/17/2021,ACCIDENT WITH IMPOUND,905,C,C5,,LAUREL BOWIE RD NB / BROCK BRIDGE RD,39.0700576454401,-76.84300102293491,"(39.0700576454401, -76.84300102293491)"
PP21051700002090,05/17/2021,"AUTO, STOLEN",511,J,J2,1300 BLOCK,1314 SOUTHVIEW DR,38.82694789767265,-76.98604536056519,"(38.82694789767265, -76.98604536056519)"
PP21051700000691,05/17/2021,THEFT,108,A,A6,8300 BLOCK,8324 26TH AVE,38.993614226579666,-76.9647199511528,"(38.993614226579666, -76.9647199511528)"
PP21051700001168,05/17/2021,ASSAULT,135,A,A2,4800 BLOCK,4833 RUSSELL AVE,38.948994889855385,-76.97423435747623,"(38.948994889855385, -76.97423435747623)"
PP21051700000844,05/17/2021,ACCIDENT,255,B,B2,3300 BLOCK,3304 KENILWORTH AVE SB,38.92996606230736,-76.93223969638348,"(38.92996606230736, -76.93223969638348)"
PP21051700000420,05/17/2021,THEFT FROM AUTO,702,E,E3,10500 BLOCK,10560 JOYCETON DR,38.8942049741745,-76.82167561352253,"(38.8942049741745, -76.82167561352253)"
PP21051700001626,05/17/2021,HOMICIDE,156,A,A4,8000 BLOCK,8016 NEW HAMPSHIRE AVE SB,38.99131764471531,-76.98867003619671,"(38.99131764471531, -76.98867003619671)"
PP21051700001847,05/17/2021,ACCIDENT,632,F,F4,,NORTHGATE PKWY / BRANDYWINE RD,38.736724972724915,-76.89516627788544,"(38.736724972724915, -76.89516627788544)"
PP21051700001303,05/17/2021,ACCIDENT,427,H,H5,4900 BLOCK,4931 SUITLAND RD,38.846960976719856,-76.92239719629288,"(38.846960976719856, -76.92239719629288)"
PP21051700001214,05/17/2021,THEFT FROM AUTO,431,K,K3,3500 BLOCK,3506 SILVER PARK DR,38.84171164035797,-76.9371609389782,"(38.84171164035797, -76.9371609389782)"
PP21051700000401,05/17/2021,THEFT FROM AUTO,431,K,K3,3500 BLOCK,3520 SILVER PARK DR,38.84171164035797,-76.9371609389782,"(38.84171164035797, -76.9371609389782)"
PP21051700000522,05/17/2021,ACCIDENT WITH IMPOUND,839,D,D5,,ANNAPOLIS RD EB / CARTER AVE,38.96539905667305,-76.84595377743244,"(38.96539905667305, -76.84595377743244)"
PP21051700001063,05/17/2021,"ASSAULT, WEAPON",624,F,F2,6400 BLOCK,6441 COVENTRY WAY EB,38.78200048208237,-76.89549435675144,"(38.78200048208237, -76.89549435675144)"
PP21051700000585,05/17/2021,ACCIDENT,829,D,D5,,HILLMEADE RD / DAISY LN,38.97885048389435,-76.79083578288555,"(38.97885048389435, -76.79083578288555)"
PP21051700000649,05/17/2021,THEFT,655,W,W4,12900 BLOCK,12917 CLARION RD,38.711462557315826,-76.9807960242033,"(38.711462557315826, -76.9807960242033)"
PP21051700001761,05/17/2021,"ROBBERY, OTHER",124,A,A3,1000 BLOCK,1006 RAY RD,38.9670394808054,-76.98867003619671,"(38.9670394808054, -76.98867003619671)"
PP21051700000821,05/17/2021,THEFT FROM AUTO,731,F,F3,6700 BLOCK,6715 OLD ALEXANDRIA FERRY RD EB,38.78298473358154,-76.8915573656559,"(38.78298473358154, -76.8915573656559)"
PP21051700000417,05/17/2021,THEFT FROM AUTO,701,E,E3,10100 BLOCK,10125 PRINCE PL,38.89223647117615,-76.8321742862463,"(38.89223647117615, -76.8321742862463)"
PP21051700002177,05/17/2021,"ROBBERY, OTHER",332,G,G5,3400 BLOCK,3406 DODGE PARK RD,38.93062222003937,-76.88105869293213,"(38.93062222003937, -76.88105869293213)"
PP21051700001172,05/17/2021,ACCIDENT,118,A,A6,7500 BLOCK,7505 25TH AVE,38.981147065758705,-76.96668843924999,"(38.981147065758705, -76.96668843924999)"
PP21051700001850,05/17/2021,ACCIDENT WITH IMPOUND,888,D,D1,,96TH AVE / TUCKERMAN ST,38.97655388712883,-76.84365719556808,"(38.97655388712883, -76.84365719556808)"
PP21051700001592,05/17/2021,THEFT FROM AUTO,107,TRU,A7,1900 BLOCK,1919 DANA DR,38.997879311442375,-76.97653093934059,"(38.997879311442375, -76.97653093934059)"
PP21051700000054,05/17/2021,ASSAULT,323,G,G1,6100 BLOCK,6134 OLD CENTRAL AVE,38.88567480444908,-76.90697728097439,"(38.88567480444908, -76.90697728097439)"
PP21051700000286,05/17/2021,THEFT FROM AUTO,113,A,A3,7400 BLOCK,7400 18TH AVE,38.981147065758705,-76.98013986647129,"(38.981147065758705, -76.98013986647129)"
PP21051700000654,05/17/2021,ACCIDENT WITH IMPOUND,323,G,G1,,6200BK OLD CENTRAL AVE,38.88665905594826,-76.9013998657465,"(38.88665905594826, -76.9013998657465)"
PP21051700000995,05/17/2021,THEFT,758,F,F7,15700 BLOCK,15706 BALD EAGLE SCHOOL RD,38.67504531145096,-76.7294842004776,"(38.67504531145096, -76.7294842004776)"
PP21051700001720,05/17/2021,ACCIDENT WITH IMPOUND,633,F,F4,,WOODYARD RD NB / PINE VIEW LN,38.76690864562988,-76.88893269002438,"(38.76690864562988, -76.88893269002438)"
PP21051700000722,05/17/2021,ACCIDENT,626,W,W1,900 BLOCK,986 EAST SWAN CREEK RD,38.72655439376831,-76.99227894842625,"(38.72655439376831, -76.99227894842625)"
PP21051700001203,05/17/2021,ACCIDENT WITH IMPOUND,937,C,C3,,EVANS TRL / POWDER MILL RD EB,39.04446715116501,-76.94175411760807,"(39.04446715116501, -76.94175411760807)"
PP21051800000531,05/18/2021,THEFT FROM AUTO,332,G,G5,3400 BLOCK,3408 DODGE PARK RD,38.93062222003937,-76.88105869293213,"(38.93062222003937, -76.88105869293213)"
PP21051800000511,05/18/2021,ACCIDENT WITH IMPOUND,306,G,G6,,SOUTH CLUB DR / COLUMBIA PARK RD EB,38.91815505921841,-76.89680670201778,"(38.91815505921841, -76.89680670201778)"
PP21051800000317,05/18/2021,ACCIDENT WITH IMPOUND,856,E,E2,,LANDOVER RD EB / CAP BELT OL A HWY NB,38.91717080771923,-76.85153119266033,"(38.91717080771923, -76.85153119266033)"
PP21051800000686,05/18/2021,ACCIDENT,236,B,B4,7500 BLOCK,7582 ANNAPOLIS RD WB,38.95293189585209,-76.88433952629566,"(38.95293189585209, -76.88433952629566)"
PP21051800001925,05/18/2021,"AUTO, STOLEN",104,A,A7,1800 BLOCK,1836 METZEROTT RD,39.00509715080261,-76.97620286047459,"(39.00509715080261, -76.97620286047459)"
PP21051800000891,05/18/2021,"B & E, COMMERCIAL",724,F,F5,7600 BLOCK,7603 ROBERT CRAIN HWY SW,38.78462514281273,-76.79411661624908,"(38.78462514281273, -76.79411661624908)"
PP21051800000307,05/18/2021,THEFT FROM AUTO,835,D,D1,6500 BLOCK,6522 EDGERTON DR,38.97852239012718,-76.87121619284153,"(38.97852239012718, -76.87121619284153)"
PP21051800000330,05/18/2021,ACCIDENT,232,B,B3,,59TH AVE / CARTERS LN,38.953259974718094,-76.91616360843182,"(38.953259974718094, -76.91616360843182)"
PP21051800001285,05/18/2021,ACCIDENT,728,F,F6,7600 BLOCK,7600 CRAIN HWY SE,38.7852813154459,-76.79247619211674,"(38.7852813154459, -76.79247619211674)"
PP21051800002163,05/18/2021,"ROBBERY, OTHER",239,B,B3,5500 BLOCK,5511 CARTERS LN,38.953916147351265,-76.9210848659277,"(38.953916147351265, -76.9210848659277)"
PP21051800002021,05/18/2021,ACCIDENT WITH IMPOUND,443,K,K4,,BRANCH AVE NB / AUTH RD EB,38.82235473394394,-76.9217410236597,"(38.82235473394394, -76.9217410236597)"
PP21051800002121,05/18/2021,"ROBBERY, OTHER",321,G,G1,10 BLOCK,1 DAIMLER DR,38.888299480080605,-76.88565185666084,"(38.888299480080605, -76.88565185666084)"
PP21051800000764,05/18/2021,THEFT,413,H,H7,1700 BLOCK,1772 RITCHIE STATION CT,38.86631789803505,-76.85021886229515,"(38.86631789803505, -76.85021886229515)"
PP21051800000726,05/18/2021,"AUTO, STOLEN",429,K,K2,,CURTIS DR / SCOTTISH AVE,38.84761714935303,-76.95159661769867,"(38.84761714935303, -76.95159661769867)"
PP21051800001696,05/18/2021,THEFT,423,H,H4,5400 BLOCK,5424 SILVER HILL RD SB,38.85319456458092,-76.91321086883545,"(38.85319456458092, -76.91321086883545)"
PP21051800001443,05/18/2021,ACCIDENT,502,K,K2,3300 BLOCK,3331 NAYLOR RD EB,38.8486014008522,-76.95586170256138,"(38.8486014008522, -76.95586170256138)"
PP21051800000588,05/18/2021,"AUTO, STOLEN",605,K,K6,5300 BLOCK,5300 HARAS PL,38.81185606122017,-76.9611110240221,"(38.81185606122017, -76.9611110240221)"
PP21051800000840,05/18/2021,"ASSAULT, WEAPON",418,H,H6,3400 BLOCK,3447 DONNELL DR SB,38.8446643948555,-76.88532377779484,"(38.8446643948555, -76.88532377779484)"
PP21051800000068,05/18/2021,"AUTO, STOLEN & RECOVERED",842,D,D6,9200 BLOCK,9218 CRANDALL RD,38.953259974718094,-76.84496952593327,"(38.953259974718094, -76.84496952593327)"
PP21051800001555,05/18/2021,THEFT FROM AUTO,514,J,J1,700 BLOCK,700 MAURY AVE,38.82301089167595,-76.99785636365414,"(38.82301089167595, -76.99785636365414)"
PP21051800000423,05/18/2021,THEFT FROM AUTO,414,K,H7,2300 BLOCK,2320 TIMBERCREST DR,38.856803476810455,-76.86399836838245,"(38.856803476810455, -76.86399836838245)"
PP21051800000794,05/18/2021,"AUTO, STOLEN",510,K,K5,4500 BLOCK,4520 SAINT BARNABAS RD NB,38.82661980390549,-76.94437877833843,"(38.82661980390549, -76.94437877833843)"
PP21051800001557,05/18/2021,"AUTO, STOLEN",429,K,K2,3200 BLOCK,3216 BRANCH AVE NB,38.84892947971821,-76.95323702692986,"(38.84892947971821, -76.95323702692986)"
PP21051800000319,05/18/2021,"AUTO, STOLEN",416,H,H2,1700 BLOCK,1708 RUSTON AVE,38.86631789803505,-76.9217410236597,"(38.86631789803505, -76.9217410236597)"
PP21051800000502,05/18/2021,ACCIDENT,444,H,H4,,SUITLAND RD / REGENCY PKWY,38.83908697962761,-76.9115704447031,"(38.83908697962761, -76.9115704447031)"
PP21051800001374,05/18/2021,THEFT FROM AUTO,175,TRU,A5,3400 BLOCK,3450 TOLEDO TER,38.971304565668106,-76.95815828442574,"(38.971304565668106, -76.95815828442574)"
PP21051800001629,05/18/2021,ACCIDENT WITH IMPOUND,407,G,G7,800 BLOCK,845 HAMPTON PARK BLVD,38.878128901124,-76.85185927152634,"(38.878128901124, -76.85185927152634)"
PP21051800001598,05/18/2021,THEFT FROM AUTO,404,H,H1,1200 BLOCK,1207 ADDISON RD S,38.872223392128944,-76.89582245051861,"(38.872223392128944, -76.89582245051861)"
PP21051800001712,05/18/2021,ACCIDENT WITH IMPOUND,617,K,K5,,ALLENTOWN RD / SHEFFIELD DR,38.79446764290333,-76.91583552956581,"(38.79446764290333, -76.91583552956581)"
PP21051800001434,05/18/2021,THEFT,932,C,C3,10900 BLOCK,10912 BALTIMORE AVE SB,39.03265614807606,-76.9115704447031,"(39.03265614807606, -76.9115704447031)"
PP21051800001501,05/18/2021,"ROBBERY, OTHER",504,K,K1,4600 BLOCK,4617 BIRCHTREE LN,38.82596364617348,-76.96964119374752,"(38.82596364617348, -76.96964119374752)"
PP21051800001955,05/18/2021,ACCIDENT WITH IMPOUND,259,B,B1,,KENILWORTH AVE NB / CRESTON ST,38.921107813715935,-76.9309273660183,"(38.921107813715935, -76.9309273660183)"
PP21051800002056,05/18/2021,"ROBBERY, OTHER",305,H,G3,1200 BLOCK,1228 DUNBAR OAKS DR,38.90732830762863,-76.91846019029617,"(38.90732830762863, -76.91846019029617)"
PP21051800000857,05/18/2021,THEFT,739,F,F6,10100 BLOCK,10190 OLD INDIAN HEAD RD,38.74952022731304,-76.81084886193275,"(38.74952022731304, -76.81084886193275)"
PP21051800000924,05/18/2021,ACCIDENT WITH IMPOUND,835,D,D1,,CIPRIANO RD / 5TH ST,38.970648393034935,-76.85874903202057,"(38.970648393034935, -76.85874903202057)"
PP21051800001733,05/18/2021,THEFT FROM AUTO,514,J,J1,700 BLOCK,703 MAURY AVE,38.82301089167595,-76.99785636365414,"(38.82301089167595, -76.99785636365414)"
PP21051800000597,05/18/2021,THEFT FROM AUTO,441,H,H2,5800 BLOCK,5801 SILVER HILL RD NB,38.8545068949461,-76.90632110834122,"(38.8545068949461, -76.90632110834122)"
PP21051800001483,05/18/2021,THEFT FROM AUTO,246,TRU,B1,4000 BLOCK,4014 WARNER AVE,38.94046472012997,-76.89844711124897,"(38.94046472012997, -76.89844711124897)"
PP21051800002092,05/18/2021,"B & E, RESIDENTIAL",517,J,J3,5600 BLOCK,5622 LIVINGSTON TER,38.8151368945837,-76.99588786065578,"(38.8151368945837, -76.99588786065578)"
